id	value	task	text	hypothesis
1566	TRUE	QA	Jorma joined Nokia in 1985 and held a variety of key management positions before taking the helm in 1992	Jorma Ollila is the CEO of Nokia.
1468	TRUE	QA	Jerusalem, now controlled by Israel, is considered a holy city by Jews, Muslims and Christians.	Jerusalem is a Holy City for Jews, Christians and Muslims.
1541	TRUE	QA	On February 21, 1994, agents from the Federal Bureau of Investigation (FBI) arrested a 52-year old employee of the Central Intelligence Agency (CIA), Aldrich Hazen Ames, outside his Arlington, Virginia residence, on charges of conspiracy to commit espionage on behalf of Russia and the former Soviet Union.	Aldrich H. Ames was accused of spying for the Russians.
1508	TRUE	QA	Why doesn&apos;t Hitler revise Mein Kampf?	Hitler wrote Mein Kampf.
2041	FALSE	QA	&quot;If there is anything I want to do before I die,&quot; Nixon told Time in 1970, &quot;it is to visit China.&quot;	Nixon visited China in 1970.
1550	TRUE	QA	In 1998, the General Assembly of the Nippon Sei Ko Kai (Anglican Church in Japan) voted to accept female priests.	The Anglican church in Japan approved the ordination of women.
2079	FALSE	QA	US presence puts Qatar in a delicate spot.	Qatar is located in a delicate spot.
1525	TRUE	QA	There are currently estimated to be somewhere between 60-100 million landmines in the ground worldwide, this remains a rough estimate since few accurate records were kept when mines were deployed.	There are about 100 million landmines in the world.
1573	TRUE	QA	A volunteer army was led into Dublin by rebel Padraig Pearse, poet, schoolteacher and Republican leader and seized control of the General Post Office and other strategic locations nearby.	Padraig Pearse led a rebellion in Dublin.
1582	FALSE	QA	Habyarimana was killed in a plane crash along with the president of Burundi on April 6, 1994.	Habyarimana was murdered.
1561	TRUE	QA	Marilyn Monroe&apos;s last film, The Misfits, had already been in release for 16 months before her death on August 5, 1962, although her costar Clark Gable had died three months before the film&apos;s premiere in February 1961, giving that film a reputation as a multi-jinxed project.	Marilyn Monroe starred alongside Clark Gable in &quot;The Misfits&quot;.
2047	FALSE	QA	German film about Turkish immigrants won the Golden Bear best film award at the Berlin Film Festival on Saturday and South Africa&apos;s Charlize Theron (news) won a Silver Bear best actress award for her role in &quot;Monster.&quot;	&quot;Monster&quot; won the Golden Bear in the Berlin Film Festival.
1588	TRUE	QA	Unterweger was found guilty of nine murders despite there being little evidence to prove it beyond doubt, and was found hanging from his cell roof less than 24 hours after being sentenced to life for a second time.	Unterweger committed suicide.
1559	TRUE	QA	Working with fellow Canadians Charles Best and James Collip, Banting determined that insulin was the key to treating diabetes.	Banting conducted research of diabetes.
2088	FALSE	QA	Princess Diana and Prince Charles divorced in 1996 after 15 years of marriage.	Princess Diana and Prince Charles got married in 1996.
1540	TRUE	QA	Ulysses was launched in 1990 on a five-year mission to study the sun.	The Ulysses mission started in 1990.
1533	TRUE	QA	In Japan, organized crime and criminals come under the general heading of Yakuza.	The Yakuza is the Japanese mafia.
1483	TRUE	QA	The measures require Vietnamese organizations to channel the hard currency they earn through banks rather than holding it in cash, and for most cash payments to be made in dong.	The currency of Vietnam is the dong.
1542	TRUE	QA	Delimited by the stark severity of the mausoleum, the expansive facade of the world-famous GUM department store, and the exuberant colors of St. Basil&apos;s Cathedral, Red Square is, and deserves to be, the requisite first stop for any visitor to Moscow.	The Red Square is in Moscow.
1597	TRUE	QA	Nelson Mandela&apos;s Long Walk to Freedom began as scraps of paper, buried under the floor of his prison cell.	Nelson Mandela&apos;s autobiography is called &quot;The Long Walk to Freedom&quot;.
1476	TRUE	QA	Chechnya is Russia&apos;s Haiti -- a mountainous, ethnic enclave half the Caribbean nation&apos;s size but more dangerous.	Haiti is in the Caribbean.
1589	FALSE	QA	In 1895, Captain Alfred Dreyfus, a Jewish Officer in the French Army, was wrongly found Guilty of Treason and sentenced to Military Degradation and Life Imprisonment on Devil&apos;s Island a former leper colony off the North-East coast of South America, near the Equator.	Devil&apos;s Island is part of French Guyana.
2030	FALSE	QA	Lyon is actually the gastronomic capital of France.	Lyon is the capital of France.
1461	TRUE	QA	On screens instead is a stab at the kind of thriller/romance combination that Alfred Hitchcock turned out in treats like &quot;North by Northwest.&quot;	Alfred Hitchcock directed &quot;North by Northwest.&quot;
1586	TRUE	QA	The Republic of Yemen is an Arab, Islamic and independent sovereign state whose integrity is inviolable, and no part of which may be ceded.	The national language of Yemen is Arabic.
1551	FALSE	QA	&quot;Caracas&quot; is the word used by the aboriginal tribes which lived on the north coastal regions of the earlier Venezuela, for named an autochthonous kind of a plant called &quot;Amaranth&quot; in another places of the World.	Caracas is the capital of Venezuela.
2071	FALSE	QA	Currently about a quarter of the country&apos;s two million people live in Ulan Bator.	The population of Ulan Bator is two million people.
605	TRUE	QA	According to the Encyclopedia Britannica, Indonesia is the largest archipelagic nation in the world, consisting of 13,670 islands.	13,670 islands make up Indonesia.
1556	TRUE	QA	Founder and owner of the Tamla-Motown family record labels, Berry Gordy, Jr., established Motown Records as one of the most important independent labels in the early &apos;60s.	Berry Gordy Jr. started Mowtown Records.
1539	FALSE	QA	Since early 1992 Ulysses has been monitoring the stream of stardust flowing through our Solar System.	Ulysses was launched to study the Sun.
1555	TRUE	QA	From Via del Tritone we enter Via della Stamperia, which leads to the Trevi Fountain, certainly the most famous and spectacular fountain in Rome, made even more famous by the night-time wading of Anita Ekberg in Federico Fellini&apos;s film &quot;La dolce vita&apos;.	The Trevi Fountain is in Rome.
1536	FALSE	QA	Each year, 26,000 people are killed or mutilated by landmines of which 8,000 are children	10,000 people are killed by landmines every year.
2028	FALSE	QA	Besancon is the capital of France&apos;s watch and clock-making industry and of high precision engineering.	Besancon is the capital of France.
610	TRUE	QA	More than 1000 servicemen died in the battle for the Falklands, most of them Argentine. Argentina still lays claim to the islands, which it calls the Malvinas, and President Carlos Menem regularly vows to recover them by 2000.	The Argentinian name for the Falklands is Malvinas.
645	FALSE	QA	U.S. forces have disarmed Haitian paramilitaries, removed heavy weapons from the Haitian army, restored electric power to two cities, seized control of the country&apos;s radio and television broadcasting facilities, allowed the Haitian Parliament to reopen and restored the mayor of Port-au-Prince to his office -- &quot;in less than three weeks,&quot; Clinton noted.	Port-au-Prince is the capital of Haiti.
